"student_id","student_skills","student_interests","career_goal","education","experience","location_preference","eligibility","opportunity_id","required_skills","opportunity_interests","career_field","opportunity_type","opportunity_location","experience_required","opportunity_eligibility","skill_match_percentage","number_of_matched_skills","number_of_missing_skills","interest_match","career_goal_match","eligibility_match","location_match","experience_match","label"
"41","HTML;CSS;JavaScript;React;Express;User Research","Web Development","Web Development","B.Tech","3","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","80","4","1","1","1","1","0","1","4"
"41","HTML;CSS;JavaScript;React;Express;User Research","Web Development","Web Development","B.Tech","3","Onsite","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"41","HTML;CSS;JavaScript;React;Express;User Research","Web Development","Web Development","B.Tech","3","Onsite","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","50","1","1","0","0","1","1","1","2"
"41","HTML;CSS;JavaScript;React;Express;User Research","Web Development","Web Development","B.Tech","3","Onsite","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","1","0"
"41","HTML;CSS;JavaScript;React;Express;User Research","Web Development","Web Development","B.Tech","3","Onsite","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","0","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","0","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","1","0","1","1","1","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","0","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","50","1","1","0","1","1","0","0","2"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","0","0"
"93","User Research;Agile;Android","Backend Development","Design","B.Tech","0","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","50","1","1","0","0","1","0","1","2"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","67","2","1","1","1","1","1","1","3"
"46","Docker;Kubernetes","Infrastructure","DevOps","B.Tech","3","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","50","2","2","0","0","1","1","1","2"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","50","2","2","0","0","1","0","0","2"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","0","0"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","100","3","0","1","1","1","1","1","4"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","60","3","2","0","0","1","1","0","2"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","0","0"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","0","0"
"32","Node.js;Express;JavaScript;CSS;Communication;Java","Backend Development","Backend Development","BS Computer Science","0","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","50","1","1","0","0","1","0","1","2"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","100","3","0","1","1","1","0","0","3"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","1","1","1"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","33","1","2","0","0","1","1","0","1"
"58","Python;TensorFlow;Data Science;CI/CD;Node.js;Communication","Machine Learning","AI","B.Sc","1","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","50","1","1","0","0","1","0","1","2"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","0","1","0"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","0","0"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","67","2","1","0","0","1","0","1","2"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","100","3","0","1","1","1","1","0","3"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","0","0","0"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","50","1","1","0","0","1","1","0","2"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","0","0"
"62","Python;TensorFlow;Data Science;User Research;SQL","Machine Learning","AI","BS Computer Science","0","Onsite","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","67","2","1","1","1","1","1","1","3"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","1","0"
"18","SQL;Excel","Data Analysis","Data Science","B.Tech","4","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","1","0","1","1","1","0"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","25","1","3","1","0","1","0","1","1"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","100","3","0","0","1","1","0","1","3"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","1","0","1","1","1","1"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","1","0"
"1","Python;TensorFlow;Data Science;Node.js;Vue.js;Java","Web Development","AI","M.Tech","2","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","0","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","100","2","0","1","1","1","0","1","4"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","33","1","2","0","0","1","1","0","1"
"21","Figma;User Research;Kubernetes","Design","Design","M.Sc","1","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","0","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","100","3","0","1","1","1","0","1","4"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","1","1","1"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","0","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","1","0"
"91","SQL;Excel;Python","Data Analysis","Data Science","M.Sc","2","Onsite","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","0","1","1"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","1","0"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","1","1","1"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","67","2","1","1","1","1","0","1","3"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","40","2","3","0","0","1","0","1","2"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","1","0"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","1","0"
"96","Node.js;Express;Data Science;React","Backend Development","Backend Development","M.Tech","3","Onsite","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","0","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","100","3","0","1","1","1","1","0","3"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","0","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","1","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","0","0"
"134","Python;TensorFlow;Data Science","Machine Learning","AI","B.Sc","1","Onsite","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","100","4","0","0","1","1","1","1","3"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","100","4","0","0","1","1","0","1","3"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","1","0","1","1","1","0"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","1","0"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","80","4","1","0","1","1","1","1","3"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","1","0"
"25","HTML;CSS;JavaScript;React;Vue.js","Data Analysis","Web Development","B.Tech","2","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"113","Communication;Agile;Kubernetes;HTML","Machine Learning","Product Management","BS Computer Science","3","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","0","1","1"
"113","Communication;Agile;Kubernetes;HTML","Machine Learning","Product Management","BS Computer Science","3","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","25","1","3","0","0","1","1","1","1"
"113","Communication;Agile;Kubernetes;HTML","Machine Learning","Product Management","BS Computer Science","3","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
